Project,FileName,ASM,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed,previous_fixes,code_churn,loc
realm-java-v5.15.0,realm/realm-library/src/main/cpp/subscription_wrapper.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,74
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsResults.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,589,595
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/log/RealmLog.java,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,679,278
realm-java-v5.15.0,realm/realm-library/src/main/cpp/util.cpp,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,43,514,462
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsObjectStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,84
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_exception_thrower.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,49
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/core/IncludeDescriptor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62,52
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsList.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,623,475
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsObject.java,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,335,241
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1193,596
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_class.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,56
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/sync/OsSubscription.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,139,105
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_binding_context.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,461,82
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_global_weak_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,49
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_log_RealmLog.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,90
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/NativeObjectReference.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,151,85
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_Util.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,271,60
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsObjectSchemaInfo.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,315,195
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsRealmConfig.cpp,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,622,432
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,417,277
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/log.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,281,175
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/RealmFileUserStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,185,97
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_global_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,58
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,397,159
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/ClientResetRequiredError.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,28,85
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsObject.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,482,350
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_query_descriptor.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,58
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_Table.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2929,1178
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_objectstore_OsObjectBuilder.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,315,281
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsList.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,352,246
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_method.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,69
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/Table.java,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54,3060,667
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_sync_OsSubscription.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,109
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_class.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,62,46
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_method.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,105,29
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsCollectionChangeSet.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,177,181
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/SyncSession.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1562,895
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/CheckedRow.java,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,20,226,150
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsObjectSchemaInfo.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,159,145
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_NativeObjectReference.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,24
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsSchemaInfo.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,73
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_TableQuery.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2917,1702
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/RealmQuery.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72,6952,2179
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/SyncManager.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,43,808,704
realm-java-v5.15.0,realm/realm-library/src/main/cpp/util.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1146,472
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/objectstore/OsObjectBuilder.java,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,447,388
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_binding_context.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,209,60
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/TestUtil.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,45,25
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_object_accessor.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,533,463
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20,364,129
realm-java-v5.7.1,realm/realm-library/src/main/cpp/util.cpp,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,39,484,436
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsSchemaInfo.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,113,81
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsObjectStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,84
realm-java-v5.7.1,realm/realm-library/src/objectServer/java/io/realm/ClientResetRequiredError.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,28,85
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_exception_thrower.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,49
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsSharedRealm.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,174,510
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsObjectStore.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,169,148
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/jni_utils.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,53
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsObject.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,482,350
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsList.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,623,475
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_UncheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,569,344
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsObject.java,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,335,241
realm-java-v5.7.1,realm/realm-library/src/main/cpp/java_query_descriptor.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,58
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsRealmConfig.java,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,405,279
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_Table.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2929,1178
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,1193,596
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_core_DescriptorOrdering.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,90
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_local_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,132,80
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsSharedRealm.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,158,477
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsList.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,352,246
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/core/DescriptorOrdering.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,114,99
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsResults.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,68,366
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_Property.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,115,123
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/Table.java,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53,3058,667
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_RealmFileUserStore.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,370,117
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_sync_OsSubscription.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,104
realm-java-v5.7.1,realm/realm-library/src/main/cpp/java_class_global_def.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,178,150
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_class.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,56
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_class.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,62,46
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_method.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,69
realm-java-v5.7.1,realm/realm-library/src/main/cpp/java_class_global_def.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,36
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_method.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,105,29
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_SyncSession.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,605,324
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsCollectionChangeSet.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,177,181
realm-java-v5.7.1,realm/realm-library/src/objectServer/java/io/realm/SyncSession.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1449,815
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/CheckedRow.java,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,20,226,150
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/jni_utils.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,53
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsObjectSchemaInfo.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,136,124
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_NativeObjectReference.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,24
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/sync/OsSubscription.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,132,104
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsSchemaInfo.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,73
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_exception_thrower.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,69,56
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_ClientResetRequiredError.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,36
realm-java-v5.7.1,realm/realm-library/src/main/cpp/java_binding_context.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,461,82
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/Property.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,257,197
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsCollectionChangeSet.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,134,109
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_TableQuery.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2917,1702
realm-java-v5.7.1,realm/realm-library/src/main/cpp/java_accessor.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,446,381
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_global_weak_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,49
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/log.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,323,222
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_TestUtil.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,196,76
realm-java-v5.7.1,realm/realm-library/src/main/cpp/observable_collection_wrapper.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,178,90
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_log_RealmLog.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,147,90
realm-java-v5.7.1,realm/realm-library/src/main/cpp/subscription_wrapper.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,74
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/NativeObjectReference.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,151,85
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsResults.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,262,427
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/log/RealmLog.java,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,679,278
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_Util.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,271,60
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsObjectSchemaInfo.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,304,187
realm-java-v5.7.1,realm/realm-library/src/objectServer/java/io/realm/SyncManager.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,36,770,689
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,415,277
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsRealmConfig.cpp,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,13,536,369
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_global_weak_ref.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,75
realm-java-v5.7.1,realm/realm-library/src/main/cpp/util.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,1112,450
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/log.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,281,175
realm-java-v5.7.1,realm/realm-library/src/objectServer/java/io/realm/RealmFileUserStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,185,97
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_SyncManager.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,364,120
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_CheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,184,206
realm-java-v5.7.1,realm/realm-library/src/main/cpp/java_binding_context.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,209,60
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_global_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,58
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/TestUtil.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,40,21
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,35,87
realm-java-v0.90.0,realm/realm-jni/src/util.cpp,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,6,74,364
realm-java-v0.90.0,realm/realm-jni/src/columntypeutil.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,75
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Version.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_table.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,247,1573
realm-java-v0.90.0,realm/realm-jni/src/mixedutil.cpp,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,13,194
realm-java-v0.90.0,realm/realm-jni/src/columntypeutil.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/SharedGroup.java,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4,81,292
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Table.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,49,733
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,18,0,0,0,0,0,0,0,0,1,0,0,5,0,1,5,196,706
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_CheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,211
realm-java-v0.90.0,realm/realm-jni/src/java_lang_List_Util.cpp,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,43
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_UncheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,28,344
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/Table.java,0,11,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11,870,1368
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/LinkView.java,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,138,161
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_CheckedRow.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,201
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Version.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,57
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_TableView.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,44,509
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_TableQuery.cpp,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,9,1117,1708
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/CheckedRow.java,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,7,82,128
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/SubtableSchema.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,19,60
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Util.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,40,164
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_UncheckedRow.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,236
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_SubtableSchema.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Group.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,43,295
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_LinkView.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,152,220
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_tableview.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,295,1001
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_TableQuery.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,78,543
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_SharedGroup.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,173
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/TableView.java,0,5,0,0,0,0,0,0,0,0,1,0,3,2,0,1,6,593,805
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_SubtableSchema.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Util.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,40
realm-java-v0.90.0,realm/realm-jni/src/java_lang_List_Util.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_LinkView.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,36,131
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_Group.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,24,138
realm-java-v0.90.0,realm/realm-jni/src/io_realm_internal_SharedGroup.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,305
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/Group.java,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,106,251
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,136,290
realm-java-v0.90.0,realm/realm-jni/src/TableSpecUtil.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,112
realm-java-v0.90.0,realm/realm-library/src/main/java/io/realm/internal/Version.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,67
realm-java-v0.90.0,realm/realm-jni/src/mixedutil.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
realm-java-v0.90.0,realm/realm-jni/src/util.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,130,593
realm-java-v0.90.0,realm/realm-jni/src/TableSpecUtil.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
realm-java-v0.90.0,realm/realm-jni/src/tablebase_tpl.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,232
realm-java-v3.7.2,realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,16,285,119
realm-java-v3.7.2,realm/realm-library/src/main/cpp/util.cpp,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,32,377,427
realm-java-v3.7.2,realm/realm-library/src/main/java/io/realm/internal/OsSchemaInfo.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,99,81
realm-java-v3.7.2,realm/realm-library/src/objectServer/java/io/realm/ClientResetRequiredError.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,77
realm-java-v3.7.2,realm/realm-library/src/main/cpp/io_realm_internal_Collection.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,1192,425
realm-java-v3.7.2,realm/realm-library/src/main/cpp/jni_util/java_exception_thrower.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,60,45
realm-java-v3.7.2,realm/realm-library/src/main/cpp/jni_util/jni_utils.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,53
